Issue ID,Issue Type,Summary,Description,Parent,Epic Name,Priority,Labels,Components,Original Estimate,Start date,Due date
137,Sous-tâche,GET /api/public/pages/:slug,Subtask for story: Public pages endpoint (/api/public/pages/:slug),136,,High,"mvp,security,public,pages,subtask",backend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
138,Sous-tâche,404 behavior for missing page/tenant,Subtask for story: Public pages endpoint (/api/public/pages/:slug),136,,High,"mvp,security,public,pages,subtask",backend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
139,Sous-tâche,Tests,Subtask for story: Public pages endpoint (/api/public/pages/:slug),136,,High,"mvp,security,public,pages,subtask",backend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
140,Epic,Public API + Public Site Rendering,Visitor-facing API and Next.js renderer for tenant sites by subdomain.,,SWISH-PUBLIC,High,mvp,"frontend,backend",,03/Mar/26 09:00 AM,10/Mar/26 11:00 PM
141,Story,Public tenant metadata endpoint (/api/public/tenant),Return tenant metadata (name/logo/navigation) with tenant resolution from Host header.,140,,High,"mvp,public",backend,,03/Mar/26 09:00 AM,03/Mar/26 11:00 PM
142,Sous-tâche,Endpoint implementation,Subtask for story: Public tenant metadata endpoint (/api/public/tenant),141,,High,"mvp,public,subtask",backend,4h,03/Mar/26 09:00 AM,03/Mar/26 11:00 PM
143,Sous-tâche,DTO + settings mapping,Subtask for story: Public tenant metadata endpoint (/api/public/tenant),141,,High,"mvp,public,subtask",backend,4h,03/Mar/26 09:00 AM,03/Mar/26 11:00 PM
144,Sous-tâche,Tests,Subtask for story: Public tenant metadata endpoint (/api/public/tenant),141,,High,"mvp,public,subtask",backend,4h,03/Mar/26 09:00 AM,03/Mar/26 11:00 PM
145,Story,Public content endpoints (list + single),Published-only list endpoint and single entry endpoints (by id / by slug).,140,,High,"mvp,public,content",backend,,04/Mar/26 09:00 AM,05/Mar/26 11:00 PM
146,Sous-tâche,GET /api/public/content/:type (paginated),Subtask for story: Public content endpoints (list + single),145,,High,"mvp,public,content,subtask",backend,4h,04/Mar/26 09:00 AM,04/Mar/26 11:00 PM
147,Sous-tâche,GET single by id + by-slug,Subtask for story: Public content endpoints (list + single),145,,High,"mvp,public,content,subtask",backend,4h,05/Mar/26 09:00 AM,05/Mar/26 11:00 PM
148,Sous-tâche,Tests (unpublished hidden),Subtask for story: Public content endpoints (list + single),145,,High,"mvp,public,content,subtask",backend,4h,05/Mar/26 09:00 AM,05/Mar/26 11:00 PM
149,Story,Next.js routing by tenant host + slug,Configure Next.js (App Router) to render tenant site by host + slug routes.,140,,High,"mvp,frontend,routing",frontend,,06/Mar/26 09:00 AM,06/Mar/26 11:00 PM
150,Sous-tâche,Host-based tenant detection,Subtask for story: Next.js routing by tenant host + slug,149,,High,"mvp,frontend,routing,subtask",frontend,4h,06/Mar/26 09:00 AM,06/Mar/26 11:00 PM
151,Sous-tâche,Dynamic routes: / and /[slug],Subtask for story: Next.js routing by tenant host + slug,149,,High,"mvp,frontend,routing,subtask",frontend,4h,06/Mar/26 09:00 AM,06/Mar/26 11:00 PM
152,Sous-tâche,Error handling + fallback UI,Subtask for story: Next.js routing by tenant host + slug,149,,High,"mvp,frontend,routing,subtask",frontend,4h,06/Mar/26 09:00 AM,06/Mar/26 11:00 PM
153,Story,Component renderer for v1 blocks (Hero/RichText/PostGrid/FeatureList),Render page JSON blocks and integrate PostGrid with public content endpoints.,140,,High,"mvp,frontend,pages",frontend,,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
154,Sous-tâche,Render components from JSON,Subtask for story: Component renderer for v1 blocks (Hero/RichText/PostGrid/FeatureList),153,,High,"mvp,frontend,pages,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
155,Sous-tâche,PostGrid integration (fetch + cards),Subtask for story: Component renderer for v1 blocks (Hero/RichText/PostGrid/FeatureList),153,,High,"mvp,frontend,pages,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
156,Sous-tâche,Graceful handling of unknown types,Subtask for story: Component renderer for v1 blocks (Hero/RichText/PostGrid/FeatureList),153,,High,"mvp,frontend,pages,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
157,Story,Visitor 404s + basic SEO metadata,Handle missing tenant/page/content with 404; add basic title/OG tags.,140,,Medium,"mvp,frontend,seo",frontend,,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
158,Sous-tâche,404 pages + status handling,Subtask for story: Visitor 404s + basic SEO metadata,157,,Medium,"mvp,frontend,seo,subtask",frontend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
159,Sous-tâche,SEO title/description defaults,Subtask for story: Visitor 404s + basic SEO metadata,157,,Medium,"mvp,frontend,seo,subtask",frontend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
160,Sous-tâche,OpenGraph tags,Subtask for story: Visitor 404s + basic SEO metadata,157,,Medium,"mvp,frontend,seo,subtask",frontend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
161,Epic,Dashboards (Account + Tenant Admin),Account dashboard on app.swish.com and tenant admin at {tenant}.swish.com/admin.,,SWISH-ADMIN,High,mvp,frontend,,06/Mar/26 09:00 AM,13/Mar/26 11:00 PM
162,Story,Account dashboard shell (app.swish.com),Universal dashboard layout: Profile/Security/Sites with protected routes.,161,,High,"mvp,dashboard",frontend,,06/Mar/26 09:00 AM,09/Mar/26 11:00 PM
163,Sous-tâche,Layout + navigation structure,Subtask for story: Account dashboard shell (app.swish.com),162,,High,"mvp,dashboard,subtask",frontend,4h,06/Mar/26 09:00 AM,06/Mar/26 11:00 PM
164,Sous-tâche,Protected routes + auth guard,Subtask for story: Account dashboard shell (app.swish.com),162,,High,"mvp,dashboard,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
165,Sous-tâche,Base pages: Profile/Security/Sites,Subtask for story: Account dashboard shell (app.swish.com),162,,High,"mvp,dashboard,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
166,Story,Login UI + user JWT handling,Implement login screen and token storage strategy (cookie/bearer).,161,,High,"mvp,auth,frontend",frontend,,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
167,Sous-tâche,Login form + API call,Subtask for story: Login UI + user JWT handling,166,,High,"mvp,auth,frontend,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
168,Sous-tâche,Token storage + logout,Subtask for story: Login UI + user JWT handling,166,,High,"mvp,auth,frontend,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
169,Sous-tâche,Error states (401),Subtask for story: Login UI + user JWT handling,166,,High,"mvp,auth,frontend,subtask",frontend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
170,Story,Sites list/create + redirect to tenant admin,"List tenants, create new tenant, redirect to https://{tenant}.swish.com/admin.",161,,High,"mvp,tenant,frontend",frontend,,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
171,Sous-tâche,Sites list view (GET /api/me/tenants),Subtask for story: Sites list/create + redirect to tenant admin,170,,High,"mvp,tenant,frontend,subtask",frontend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
172,Sous-tâche,Create tenant flow (POST /api/tenants),Subtask for story: Sites list/create + redirect to tenant admin,170,,High,"mvp,tenant,frontend,subtask",frontend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
173,Sous-tâche,Redirect logic to tenant admin,Subtask for story: Sites list/create + redirect to tenant admin,170,,High,"mvp,tenant,frontend,subtask",frontend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
174,Story,Tenant admin shell (/admin) + tenant token exchange,Tenant dashboard layout under subdomain and exchange user JWT for tenant JWT on boot.,161,,High,"mvp,admin,auth",frontend,,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
175,Sous-tâche,Admin layout under {tenant}.swish.com/admin,Subtask for story: Tenant admin shell (/admin) + tenant token exchange,174,,High,"mvp,admin,auth,subtask",frontend,4h,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
176,Sous-tâche,Tenant token exchange on boot,Subtask for story: Tenant admin shell (/admin) + tenant token exchange,174,,High,"mvp,admin,auth,subtask",frontend,4h,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
177,Sous-tâche,Failure handling (redirect to app),Subtask for story: Tenant admin shell (/admin) + tenant token exchange,174,,High,"mvp,admin,auth,subtask",frontend,4h,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
178,Story,Admin UIs: Settings + Content + Pages + Members,Tenant settings editor; content schema + entries UI; pages JSON editor; members list/role change.,161,,High,"mvp,admin",frontend,,12/Mar/26 09:00 AM,13/Mar/26 11:00 PM
179,Sous-tâche,Settings editor (logo/nav/brand),Subtask for story: Admin UIs: Settings + Content + Pages + Members,178,,High,"mvp,admin,subtask",frontend,4h,12/Mar/26 09:00 AM,12/Mar/26 11:00 PM
180,Sous-tâche,Content types + entries UI (CRUD + publish),Subtask for story: Admin UIs: Settings + Content + Pages + Members,178,,High,"mvp,admin,subtask",frontend,4h,12/Mar/26 09:00 AM,12/Mar/26 11:00 PM
181,Sous-tâche,Pages JSON editor + validation feedback,Subtask for story: Admin UIs: Settings + Content + Pages + Members,178,,High,"mvp,admin,subtask",frontend,4h,13/Mar/26 09:00 AM,13/Mar/26 11:00 PM
182,Sous-tâche,Members UI + OWNER-only role change,Subtask for story: Admin UIs: Settings + Content + Pages + Members,178,,High,"mvp,admin,subtask",frontend,4h,13/Mar/26 09:00 AM,13/Mar/26 11:00 PM
183,Epic,"Hardening, Testing, Docs & Release","CORS, error standards, security hardening, integration tests, docs, and final QA/release.",,SWISH-HARDEN,High,hardening,"backend,frontend,db",,09/Mar/26 09:00 AM,17/Mar/26 11:00 PM
184,Story,CORS dynamic origin strategy (cross-subdomain),Dynamic allowlist for production/dev subdomains; support credentials if cookies used.,183,,High,"hardening,security,cors",backend,,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
185,Sous-tâche,Implement allowlist matcher,Subtask for story: CORS dynamic origin strategy (cross-subdomain),184,,High,"hardening,security,cors,subtask",backend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
186,Sous-tâche,Credentials/cookies validation,Subtask for story: CORS dynamic origin strategy (cross-subdomain),184,,High,"hardening,security,cors,subtask",backend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
187,Sous-tâche,Manual verification notes,Subtask for story: CORS dynamic origin strategy (cross-subdomain),184,,High,"hardening,security,cors,subtask",backend,4h,09/Mar/26 09:00 AM,09/Mar/26 11:00 PM
188,Story,Error handling standards (400/401/403/404/409),Global exception filter/interceptors for consistent error payloads and status mapping.,183,,Medium,"hardening,hardening",backend,,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
189,Sous-tâche,Global exception filter,Subtask for story: Error handling standards (400/401/403/404/409),188,,Medium,"hardening,hardening,subtask",backend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
190,Sous-tâche,Standard error DTO,Subtask for story: Error handling standards (400/401/403/404/409),188,,Medium,"hardening,hardening,subtask",backend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
191,Sous-tâche,Update controllers to use consistent errors,Subtask for story: Error handling standards (400/401/403/404/409),188,,Medium,"hardening,hardening,subtask",backend,4h,10/Mar/26 09:00 AM,10/Mar/26 11:00 PM
192,Story,Security headers + rate limiting,"Add security headers and rate limiting, especially for auth endpoints.",183,,Medium,"hardening,security",backend,,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
193,Sous-tâche,Helmet / security headers,Subtask for story: Security headers + rate limiting,192,,Medium,"hardening,security,subtask",backend,4h,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
194,Sous-tâche,Rate limiting middleware/guard,Subtask for story: Security headers + rate limiting,192,,Medium,"hardening,security,subtask",backend,4h,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
195,Sous-tâche,Tests/verification,Subtask for story: Security headers + rate limiting,192,,Medium,"hardening,security,subtask",backend,4h,11/Mar/26 09:00 AM,11/Mar/26 11:00 PM
196,Story,Integration tests: TenantGuard + RLS + RBAC,End-to-end tests covering key isolation guarantees and role enforcement.,183,,High,"hardening,test,security","backend,db",,12/Mar/26 09:00 AM,13/Mar/26 11:00 PM
197,Sous-tâche,Test suite: TenantGuard mismatch cases,Subtask for story: Integration tests: TenantGuard + RLS + RBAC,196,,High,"hardening,test,security,subtask","backend,db",4h,12/Mar/26 09:00 AM,12/Mar/26 11:00 PM
198,Sous-tâche,Test suite: RLS cross-tenant denial,Subtask for story: Integration tests: TenantGuard + RLS + RBAC,196,,High,"hardening,test,security,subtask","backend,db",4h,12/Mar/26 09:00 AM,12/Mar/26 11:00 PM
199,Sous-tâche,Test suite: OWNER-only operations,Subtask for story: Integration tests: TenantGuard + RLS + RBAC,196,,High,"hardening,test,security,subtask","backend,db",4h,13/Mar/26 09:00 AM,13/Mar/26 11:00 PM
200,Story,E2E smoke test: create tenant → view public site,Automate main MVP path: seeded home renders and hello-world appears in PostGrid.,183,,High,"hardening,test,e2e","backend,frontend",,16/Mar/26 09:00 AM,16/Mar/26 11:00 PM
201,Sous-tâche,E2E: tenant creation + seed verification,Subtask for story: E2E smoke test: create tenant → view public site,200,,High,"hardening,test,e2e,subtask","backend,frontend",4h,16/Mar/26 09:00 AM,16/Mar/26 11:00 PM
202,Sous-tâche,E2E: public home render + PostGrid,Subtask for story: E2E smoke test: create tenant → view public site,200,,High,"hardening,test,e2e,subtask","backend,frontend",4h,16/Mar/26 09:00 AM,16/Mar/26 11:00 PM
203,Sous-tâche,Stabilize flakey tests,Subtask for story: E2E smoke test: create tenant → view public site,200,,High,"hardening,test,e2e,subtask","backend,frontend",4h,16/Mar/26 09:00 AM,16/Mar/26 11:00 PM
204,Story,Docs + release checklist + final QA,"Swagger/OpenAPI docs, deployment runbook, and final acceptance checklist pass.",183,,High,"hardening,docs,release","backend,devops",,16/Mar/26 09:00 AM,17/Mar/26 11:00 PM
205,Sous-tâche,Swagger/OpenAPI docs,Subtask for story: Docs + release checklist + final QA,204,,High,"hardening,docs,release,subtask","backend,devops",4h,16/Mar/26 09:00 AM,16/Mar/26 11:00 PM
206,Sous-tâche,Deployment/runbook docs,Subtask for story: Docs + release checklist + final QA,204,,High,"hardening,docs,release,subtask","backend,devops",4h,16/Mar/26 09:00 AM,16/Mar/26 11:00 PM
207,Sous-tâche,Final QA + release checklist,Subtask for story: Docs + release checklist + final QA,204,,High,"hardening,docs,release,subtask","backend,devops",4h,17/Mar/26 09:00 AM,17/Mar/26 11:00 PM
